recency,history,mens,womens,newbie,zip_code,channel,segment,treatment,visit,conversion,spend,uplift_score,p_t,p_c,uplift_segment
10,84.78,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.12265375,0.17007183,0.047418077,Persuadables
7,597.41,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.014060497,0.07750051,0.06344001,Needs Attention
5,212.31,1,1,0,Rural,Multichannel,Womens E-Mail,1,0,0,0.0,-0.014863133,0.27091873,0.28578186,Lost Causes
2,29.99,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.019288093,0.17119002,0.15190193,Needs Attention
7,412.85,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.10660487,0.21391568,0.10731081,Persuadables
4,242.19,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,-0.015905857,0.118924946,0.1348308,Lost Causes
5,194.57,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.010978237,0.09456647,0.083588235,Needs Attention
11,89.82,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.01313895,0.08273964,0.06960069,Needs Attention
10,262.72,1,0,1,Urban,Multichannel,No E-Mail,0,0,0,0.0,-0.0009194575,0.034178812,0.03509827,Lost Causes
12,183.73,0,1,0,Surburban,Web,Womens E-Mail,1,1,0,0.0,0.10269566,0.22997604,0.12728038,Persuadables
3,289.3,0,1,0,Surburban,Phone,No E-Mail,0,1,0,0.0,0.04519765,0.1984483,0.15325065,Sure Things
2,651.87,1,0,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.024319671,0.13776703,0.11344736,Needs Attention
1,185.83,0,1,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.027878433,0.1767323,0.14885387,Needs Attention
9,127.99,1,0,0,Surburban,Phone,Womens E-Mail,1,1,1,137.87,0.010964379,0.077819586,0.06685521,Needs Attention
1,69.22,0,1,0,Rural,Phone,No E-Mail,0,0,0,0.0,0.14364418,0.28141728,0.1377731,Persuadables
12,195.67,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.12034679,0.22420758,0.10386079,Persuadables
7,40.69,0,1,1,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.10782405,0.13296764,0.025143584,Persuadables
4,639.17,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,-0.014402501,0.0848791,0.0992816,Lost Causes
11,97.16,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.026569126,0.052781057,0.02621193,Needs Attention
1,172.4,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.105424024,0.22195904,0.116535015,Persuadables
1,74.94,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.12059057,0.21684532,0.09625475,Persuadables
9,29.99,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.01520747,0.024754476,0.009547005,Needs Attention
1,218.32,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.06373316,0.12574792,0.062014762,Sure Things
8,43.2,1,0,1,Rural,Web,Womens E-Mail,1,0,0,0.0,0.008034371,0.11938651,0.11135214,Needs Attention
3,598.95,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.0049994066,0.090049066,0.08504966,Needs Attention
5,29.99,0,1,0,Urban,Phone,No E-Mail,0,1,0,0.0,0.09777402,0.21196704,0.114193015,Persuadables
6,375.85,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.08147766,0.2246146,0.14313695,Persuadables
10,59.54,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,-0.0040490404,0.048565667,0.052614707,Lost Causes
9,144.49,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.07515061,0.109085865,0.03393526,Sure Things
1,129.8,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.124166995,0.21976525,0.09559825,Persuadables
1,47.28,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.082540326,0.18409786,0.10155753,Persuadables
4,29.99,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.060118064,0.18992598,0.12980792,Sure Things
7,58.16,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.09523478,0.12088913,0.02565435,Persuadables
5,46.68,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.0763208,0.13311799,0.05679719,Sure Things
8,336.78,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.047619633,0.1283428,0.080723174,Sure Things
9,29.99,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.031227197,0.07467033,0.043443132,Needs Attention
8,53.37,1,0,1,Rural,Web,Womens E-Mail,1,0,0,0.0,-0.012226164,0.12165983,0.133886,Lost Causes
7,152.93,1,0,0,Surburban,Web,No E-Mail,0,0,0,0.0,-0.02513954,0.08807547,0.11321501,Lost Causes
2,116.75,1,0,0,Urban,Web,Womens E-Mail,1,1,0,0.0,0.028467685,0.16278937,0.13432169,Needs Attention
2,29.99,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.03757164,0.18551499,0.14794335,Needs Attention
9,38.23,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.024354316,0.056495257,0.03214094,Needs Attention
2,426.52,0,1,0,Urban,Web,Womens E-Mail,1,1,0,0.0,0.098126024,0.27963537,0.18150935,Persuadables
10,749.2,1,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.030806884,0.13120997,0.100403085,Needs Attention
7,429.46,0,1,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.086768866,0.22920132,0.14243245,Persuadables
2,205.54,0,1,0,Urban,Web,No E-Mail,0,1,0,0.0,0.007743597,0.19448133,0.18673773,Needs Attention
10,48.14,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.009496358,0.022763733,0.013267375,Needs Attention
1,211.19,0,1,0,Rural,Web,Womens E-Mail,1,1,0,0.0,0.085512534,0.31629273,0.2307802,Persuadables
5,213.9,1,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.06992452,0.18550652,0.115582004,Sure Things
7,345.74,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.06834297,0.10004107,0.0316981,Sure Things
5,151.91,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.0024982393,0.085384004,0.082885765,Needs Attention
1,451.07,1,0,0,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,-0.022686958,0.14857805,0.171265,Lost Causes
7,175.92,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.117752954,0.17358346,0.05583051,Persuadables
1,214.7,0,1,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.079550944,0.14341693,0.06386598,Persuadables
5,298.48,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.0021210015,0.082423374,0.08030237,Needs Attention
7,29.99,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.08844231,0.13896786,0.05052555,Persuadables
11,29.99,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.0020458736,0.04537512,0.043329246,Needs Attention
3,45.87,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.016975623,0.06699698,0.050021354,Needs Attention
2,1552.79,1,1,1,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.064750925,0.28567365,0.22092272,Sure Things
3,249.61,0,1,1,Rural,Web,No E-Mail,0,0,0,0.0,0.074713394,0.19022739,0.115513995,Sure Things
9,216.56,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,-0.026339129,0.07520731,0.10154644,Lost Causes
2,260.81,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.034526452,0.23794395,0.2034175,Needs Attention
10,182.25,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.06827626,0.08675309,0.01847684,Sure Things
7,171.61,0,1,0,Surburban,Web,Womens E-Mail,1,1,0,0.0,0.06789771,0.20241836,0.13452065,Sure Things
6,229.73,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.02339764,0.13607979,0.11268215,Needs Attention
1,70.73,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.11476405,0.2518888,0.13712476,Persuadables
3,744.72,0,1,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.06279755,0.15278353,0.08998598,Sure Things
1,76.58,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.0049621984,0.06338817,0.05842597,Needs Attention
2,212.58,1,0,1,Urban,Multichannel,No E-Mail,0,0,0,0.0,0.006081283,0.07001087,0.06392959,Needs Attention
1,493.48,0,1,1,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.08820596,0.1727816,0.08457564,Persuadables
11,767.98,0,1,1,Rural,Multichannel,No E-Mail,0,1,0,0.0,0.06008044,0.16638954,0.1063091,Sure Things
8,101.74,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.090697326,0.112190194,0.021492869,Persuadables
9,228.0,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.08820395,0.10668859,0.018484637,Persuadables
3,93.54,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,-0.022663303,0.11334195,0.13600525,Lost Causes
11,39.26,0,1,0,Surburban,Web,Womens E-Mail,1,1,0,0.0,0.123666964,0.2275802,0.10391324,Persuadables
6,29.99,1,0,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.015862782,0.06458531,0.04872253,Needs Attention
2,565.12,1,0,1,Surburban,Multichannel,Womens E-Mail,1,1,1,138.92,0.026694007,0.103241496,0.07654749,Needs Attention
10,389.23,1,0,0,Urban,Phone,No E-Mail,0,1,0,0.0,0.03494239,0.13992222,0.10497983,Needs Attention
5,330.44,1,0,0,Rural,Multichannel,Womens E-Mail,1,0,0,0.0,-0.074721985,0.09994463,0.17466661,Lost Causes
2,284.97,1,0,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,-0.000855647,0.10119045,0.102046095,Lost Causes
2,449.49,1,0,1,Rural,Web,Womens E-Mail,1,0,0,0.0,0.051604524,0.1923744,0.14076987,Sure Things
3,623.62,1,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.03868951,0.1906611,0.1519716,Needs Attention
4,320.91,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.02578935,0.15499489,0.12920554,Needs Attention
3,29.99,1,0,1,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.017509423,0.07064689,0.053137466,Needs Attention
7,348.78,0,1,1,Rural,Phone,No E-Mail,0,0,0,0.0,0.02868896,0.113333985,0.084645025,Needs Attention
5,336.42,0,1,0,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.0543705,0.14869124,0.09432074,Sure Things
5,59.4,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.027021855,0.13190745,0.10488559,Needs Attention
5,29.99,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.01584462,0.056598935,0.040754315,Needs Attention
8,104.79,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.031132624,0.108355984,0.07722336,Needs Attention
4,98.5,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.12135857,0.21206556,0.09070699,Persuadables
3,163.25,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.053041518,0.20469709,0.15165557,Sure Things
1,105.11,0,1,0,Rural,Web,Womens E-Mail,1,0,0,0.0,0.18788707,0.3291623,0.14127523,Persuadables
2,361.9,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.051136374,0.14924067,0.0981043,Sure Things
3,80.56,1,0,0,Surburban,Web,No E-Mail,0,1,0,0.0,0.012316227,0.14495292,0.1326367,Needs Attention
11,178.16,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.07212597,0.17985936,0.107733384,Sure Things
12,68.25,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.07281767,0.09198054,0.01916287,Sure Things
8,674.71,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.051659018,0.12010708,0.06844806,Sure Things
2,309.05,1,0,1,Urban,Multichannel,No E-Mail,0,0,0,0.0,0.013001621,0.09575657,0.08275495,Needs Attention
9,296.23,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.06672745,0.18248366,0.115756206,Sure Things
11,76.56,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,-0.010995105,0.08910137,0.10009647,Lost Causes
3,45.86,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.025493734,0.09930926,0.073815525,Needs Attention
2,661.16,0,1,1,Urban,Multichannel,Womens E-Mail,1,1,0,0.0,0.09693242,0.211671,0.114738576,Persuadables
2,1501.34,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.045201212,0.15199952,0.106798306,Sure Things
3,141.9,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.033712633,0.11092089,0.07720826,Needs Attention
5,102.97,1,0,0,Urban,Phone,No E-Mail,0,1,0,0.0,-0.01036039,0.101256885,0.111617275,Lost Causes
1,1018.3,1,0,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.022487625,0.15936488,0.13687725,Needs Attention
1,302.45,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.052188993,0.25813544,0.20594645,Sure Things
5,114.81,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.10207005,0.16394535,0.061875302,Persuadables
11,250.22,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.016279928,0.0918749,0.07559497,Needs Attention
10,531.37,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.085689075,0.1530859,0.06739683,Persuadables
12,164.82,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,-0.003767386,0.1041754,0.10794279,Lost Causes
5,608.53,1,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.08761147,0.22977452,0.14216305,Persuadables
1,53.87,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.14780013,0.24831744,0.1005173,Persuadables
11,29.99,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.05062773,0.15144874,0.10082101,Sure Things
6,177.84,0,1,0,Surburban,Web,Womens E-Mail,1,1,1,89.75,0.06629026,0.20214024,0.13584998,Sure Things
3,931.72,1,1,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.08965702,0.29083753,0.2011805,Persuadables
8,169.36,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.04622582,0.07924033,0.03301451,Sure Things
9,129.61,0,1,1,Rural,Web,No E-Mail,0,0,0,0.0,0.098184586,0.14589593,0.047711343,Persuadables
11,60.87,1,0,0,Urban,Web,No E-Mail,0,1,0,0.0,-0.045690022,0.083044134,0.12873416,Lost Causes
7,108.36,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.027278014,0.088461824,0.06118381,Needs Attention
3,469.81,0,1,0,Surburban,Multichannel,No E-Mail,0,0,0,0.0,-0.055299386,0.20163862,0.256938,Lost Causes
11,237.38,1,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.11844973,0.1677987,0.049348965,Persuadables
12,239.61,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.04695662,0.10995271,0.06299609,Sure Things
1,222.8,1,1,0,Urban,Web,Womens E-Mail,1,1,0,0.0,0.053572893,0.23481886,0.18124597,Sure Things
10,258.73,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.015368409,0.047686476,0.032318067,Needs Attention
7,107.54,0,1,0,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.10994836,0.19367358,0.08372522,Persuadables
4,688.75,1,0,1,Rural,Phone,Womens E-Mail,1,1,0,0.0,0.091235496,0.19835955,0.10712405,Persuadables
5,332.71,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.05088939,0.09272359,0.0418342,Sure Things
11,43.02,0,1,1,Rural,Phone,No E-Mail,0,0,0,0.0,0.077346146,0.114219114,0.036872964,Sure Things
10,29.99,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.0100585595,0.021780385,0.011721825,Needs Attention
6,365.91,0,1,0,Urban,Web,Womens E-Mail,1,1,0,0.0,0.13154612,0.2820759,0.15052979,Persuadables
11,29.99,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.016012512,0.0757954,0.059782885,Needs Attention
1,523.99,0,1,1,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.12199992,0.21791576,0.09591584,Persuadables
5,29.99,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.067775056,0.19179204,0.124016985,Sure Things
7,29.99,1,0,0,Surburban,Web,Womens E-Mail,1,1,0,0.0,0.002391182,0.12474541,0.12235423,Needs Attention
6,395.03,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.120742336,0.27012,0.14937766,Persuadables
2,500.35,1,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.07852408,0.22357292,0.14504884,Sure Things
8,258.4,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.01250089,0.12318842,0.11068753,Needs Attention
9,154.22,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.0016608834,0.08533224,0.083671354,Needs Attention
10,58.76,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.056769885,0.10238807,0.045618184,Sure Things
1,938.37,1,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.04186265,0.26694915,0.2250865,Sure Things
4,31.62,1,0,1,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.027059756,0.07565334,0.04859358,Needs Attention
5,29.99,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.01640644,0.06008555,0.04367911,Needs Attention
5,57.31,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.13841605,0.25177148,0.11335543,Persuadables
1,832.86,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,-0.09881462,0.16619723,0.26501185,Lost Causes
8,230.37,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.07669333,0.14230494,0.06561161,Sure Things
2,33.24,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.05957499,0.20782651,0.14825152,Sure Things
9,191.88,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.08712492,0.10132059,0.0141956685,Persuadables
9,607.26,1,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.081322335,0.20116992,0.11984759,Persuadables
11,516.81,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.012179375,0.08886438,0.076685004,Needs Attention
1,388.27,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.14998354,0.28498667,0.13500313,Persuadables
1,415.67,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.1222931,0.28428355,0.16199045,Persuadables
11,43.72,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.07247984,0.089649305,0.017169466,Sure Things
9,95.84,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.1162272,0.16280071,0.046573512,Persuadables
2,79.11,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.015329588,0.0711441,0.05581451,Needs Attention
7,520.13,1,0,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.036968768,0.13051608,0.093547314,Needs Attention
9,39.24,0,1,0,Urban,Phone,Womens E-Mail,1,1,0,0.0,0.11319922,0.15661304,0.043413814,Persuadables
2,135.56,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.034586802,0.119988404,0.0854016,Needs Attention
4,636.04,1,1,1,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.06637666,0.23588929,0.16951263,Sure Things
8,224.82,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.05399719,0.083909445,0.029912258,Sure Things
6,62.8,0,1,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.087760255,0.17997944,0.09221919,Persuadables
3,672.24,0,1,1,Rural,Web,Womens E-Mail,1,0,0,0.0,0.12603025,0.2360923,0.11006205,Persuadables
3,1273.41,1,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.018919796,0.21370538,0.19478558,Needs Attention
3,246.55,0,1,1,Urban,Multichannel,No E-Mail,0,0,0,0.0,0.049703933,0.10953706,0.059833124,Sure Things
3,29.99,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.021425545,0.096643165,0.07521762,Needs Attention
10,173.51,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.09896336,0.12023401,0.021270653,Persuadables
7,29.99,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.03417232,0.057943694,0.023771374,Needs Attention
9,232.49,1,0,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.0071124807,0.026938366,0.019825885,Needs Attention
5,153.23,0,1,1,Rural,Web,No E-Mail,0,0,0,0.0,0.07137418,0.13822974,0.066855565,Sure Things
9,1115.36,0,1,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.08166821,0.14388244,0.062214226,Persuadables
1,915.45,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.123186916,0.14400667,0.2671936,Lost Causes
9,29.99,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.07179883,0.084766015,0.012967181,Sure Things
12,226.39,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.0626141,0.17450011,0.11188601,Sure Things
2,51.02,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.034633398,0.17964227,0.14500888,Needs Attention
2,334.05,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.052957088,0.10861946,0.05566237,Sure Things
10,29.99,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.012603822,0.027129453,0.0145256305,Needs Attention
10,83.86,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.0050330535,0.08079325,0.07576019,Needs Attention
6,288.12,1,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.08459754,0.29577374,0.2111762,Persuadables
1,650.18,0,1,1,Urban,Multichannel,No E-Mail,0,0,0,0.0,0.14725332,0.25885254,0.11159922,Persuadables
7,81.85,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.025724526,0.086929396,0.06120487,Needs Attention
9,331.02,1,1,0,Urban,Web,No E-Mail,0,1,0,0.0,0.043879658,0.20934917,0.16546951,Sure Things
1,117.45,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.020450234,0.13323532,0.112785086,Needs Attention
1,282.64,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.066755526,0.17285962,0.1061041,Sure Things
1,89.38,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.016782217,0.09404785,0.077265635,Needs Attention
3,191.14,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.02844923,0.1076221,0.07917287,Needs Attention
11,238.36,1,0,0,Surburban,Phone,Womens E-Mail,1,1,0,0.0,-0.0007035434,0.10409405,0.104797594,Lost Causes
1,81.48,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.13830976,0.25446033,0.11615057,Persuadables
5,166.33,1,0,0,Urban,Web,No E-Mail,0,1,0,0.0,-0.030127391,0.13210583,0.16223322,Lost Causes
7,600.18,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.039825134,0.11080869,0.07098356,Needs Attention
2,81.9,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.042895004,0.18793993,0.14504492,Sure Things
10,375.7,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.010548383,0.11243944,0.101891056,Needs Attention
9,85.35,0,1,0,Urban,Phone,Womens E-Mail,1,1,0,0.0,0.12412252,0.18545073,0.06132821,Persuadables
9,63.47,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.012805641,0.053409982,0.04060434,Needs Attention
1,288.8,1,0,1,Surburban,Multichannel,No E-Mail,0,0,0,0.0,-0.012661241,0.104388595,0.117049836,Lost Causes
4,542.69,0,1,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.08686711,0.16271287,0.07584576,Persuadables
7,29.99,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.011925474,0.069407515,0.05748204,Needs Attention
5,78.0,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.074184746,0.11197586,0.037791114,Sure Things
2,51.48,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.037576325,0.12434149,0.08676516,Needs Attention
9,182.07,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.028073581,0.043375466,0.015301885,Needs Attention
10,90.89,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.010371204,0.03638664,0.026015434,Needs Attention
6,760.17,0,1,1,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.088113725,0.14966248,0.061548755,Persuadables
2,286.31,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.0602981,0.27099815,0.21070005,Sure Things
3,219.08,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,-0.045362897,0.11945174,0.16481464,Lost Causes
7,91.83,0,1,1,Surburban,Web,Womens E-Mail,1,1,0,0.0,0.05934169,0.12933363,0.06999194,Sure Things
3,142.6,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.03866519,0.083843,0.04517781,Needs Attention
1,79.15,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,-0.0062715784,0.123281516,0.1295531,Lost Causes
11,44.12,1,0,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.030776996,0.07561117,0.04483417,Needs Attention
6,194.21,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.044466473,0.07337626,0.02890979,Sure Things
1,129.41,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.09204383,0.14815164,0.056107804,Persuadables
4,289.12,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,-0.0051203147,0.08244774,0.08756805,Lost Causes
6,29.99,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.014530756,0.098425835,0.08389508,Needs Attention
3,1196.78,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.042154618,0.1660046,0.12384998,Sure Things
10,192.8,0,1,0,Rural,Phone,No E-Mail,0,0,0,0.0,0.11245805,0.20736577,0.094907716,Persuadables
3,62.07,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.05892363,0.10854245,0.04961882,Sure Things
10,30.84,1,0,0,Urban,Web,Womens E-Mail,1,1,0,0.0,0.011410914,0.09346843,0.08205751,Needs Attention
5,49.62,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.1094685,0.20096636,0.09149786,Persuadables
3,74.75,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.059015486,0.10369652,0.04468103,Sure Things
8,179.46,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.035136793,0.06964792,0.03451113,Needs Attention
5,811.23,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,-0.024566099,0.16579176,0.19035786,Lost Causes
12,47.76,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.12960978,0.21202809,0.08241831,Persuadables
8,514.07,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.018842075,0.071499884,0.05265781,Needs Attention
10,249.63,1,0,0,Rural,Phone,No E-Mail,0,0,0,0.0,0.09895567,0.21600607,0.1170504,Persuadables
